2023-11-17 20:09:46,897 - robot - 23232
2023-11-17 20:09:46,897 - robot - 23232
2023-11-17 20:14:12,893 - robot - 23232
2023-11-17 20:14:12,893 - robot - 23232
2023-11-20 06:28:00,381 - Bot - EURUSD
2023-11-20 06:29:47,926 - Bot - EURUSD
2023-11-20 06:30:47,356 - Bot - EURUSD
2023-11-20 06:37:54,187 - Bot - EURUSD
2023-11-20 06:38:08,950 - Bot - EURUSD
2023-11-20 06:39:03,041 - Bot - EURUSD
2023-11-20 06:39:16,014 - Bot - EURUSD
2023-11-20 06:39:47,510 - Bot - EURUSD
